"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"3773",7.62237691197989e-07,0.257721077844,0.13,0.036,0.0155206838681735,"4","flad1","flavin adenine dinucleotide synthetase 1 [Source:NCBI gene;Acc:445492]"
"3774",7.90779795422881e-07,0.317371468519917,0.196,0.073,0.0161018581944007,"4","ruvbl1","RuvB-like AAA ATPase 1 [Source:NCBI gene;Acc:317679]"
"3775",7.99711572963669e-07,0.284395161417501,0.217,0.086,0.0162837270486862,"4","stk3","serine/threonine kinase 3 (STE20 homolog, yeast) [Source:NCBI gene;Acc:324125]"
"3776",8.13845108787169e-07,0.313558582250637,0.159,0.052,0.0165715141051243,"4","zgc:114119","zgc:114119 [Source:ZFIN;Acc:ZDB-GENE-050913-56]"
"3777",8.29086687598265e-07,0.491611662741547,0.109,0.027,0.0168818631328759,"4","ift22","intraflagellar transport 22 homolog (Chlamydomonas) [Source:NCBI gene;Acc:550583]"
"3778",8.38002686509613e-07,0.333915782404918,0.181,0.064,0.0170634107027087,"4","fzr1b","fizzy/cell division cycle 20 related 1b [Source:ZFIN;Acc:ZDB-GENE-131120-69]"
"3779",9.21269418297509e-07,0.306035976440943,0.312,0.147,0.0187588878953739,"4","SERP1","zgc:92744 [Source:ZFIN;Acc:ZDB-GENE-040718-312]"
"3780",9.60509499601146e-07,0.254896199606702,0.225,0.091,0.0195578944308785,"4","tufm","Tu translation elongation factor, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-050320-73]"
"3781",9.62493620868736e-07,0.303529586952166,0.13,0.037,0.0195982951081292,"4","fbxl14a","F-box and leucine-rich repeat protein 14a [Source:ZFIN;Acc:ZDB-GENE-030131-5920]"
"3782",9.94536587963889e-07,0.365673347036057,0.101,0.024,0.0202507540041207,"4","CR388166.2","NULL"
"3783",1.03240907957527e-06,0.295342746987949,0.268,0.117,0.0210219136783118,"4","sarnp","SAP domain containing ribonucleoprotein [Source:ZFIN;Acc:ZDB-GENE-050522-161]"
"3784",1.04354846771332e-06,0.314893220598357,0.167,0.056,0.0212487338995787,"4","gcsha","glycine cleavage system protein H (aminomethyl carrier), a [Source:ZFIN;Acc:ZDB-GENE-050320-18]"
"3785",1.06241702131663e-06,0.360811039297963,0.13,0.037,0.0216329353880492,"4","epc1b","enhancer of polycomb homolog 1 (Drosophila) b [Source:ZFIN;Acc:ZDB-GENE-090609-1]"
"3786",1.09189559477855e-06,0.272292265740147,0.145,0.045,0.0222331781008808,"4","timm13","translocase of inner mitochondrial membrane 13 homolog (yeast) [Source:NCBI gene;Acc:436738]"
"3787",1.13069133434016e-06,0.26652848725054,0.138,0.041,0.0230231369498344,"4","naa30","N(alpha)-acetyltransferase 30, NatC catalytic subunit [Source:ZFIN;Acc:ZDB-GENE-081022-73]"
"3788",1.13790018595383e-06,0.255111216358501,0.116,0.03,0.0231699235863919,"4","mapk12a","mitogen-activated protein kinase 12a [Source:NCBI gene;Acc:30681]"
"3789",1.14211344542257e-06,0.33321962472152,0.196,0.074,0.0232557139756944,"4","ccdc115","coiled-coil domain containing 115 [Source:NCBI gene;Acc:503608]"
"3790",1.14594277651387e-06,0.254833136810464,0.174,0.06,0.0233336868153754,"4","mrgbp","MRG/MORF4L binding protein [Source:ZFIN;Acc:ZDB-GENE-040426-1698]"
"3791",1.23303121867539e-06,0.262572381555477,0.181,0.064,0.0251069816746683,"4","nudt9","nudix (nucleoside diphosphate linked moiety X)-type motif 9 [Source:ZFIN;Acc:ZDB-GENE-040426-2669]"
"3792",1.30037301611655e-06,0.328145946420523,0.232,0.096,0.0264781953541652,"4","dolpp1","dolichyldiphosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-041024-11]"
"3793",1.31668562232522e-06,0.254905718603121,0.174,0.06,0.0268103526417861,"4","ralab","v-ral simian leukemia viral oncogene homolog Ab (ras related) [Source:ZFIN;Acc:ZDB-GENE-041114-195]"
"3794",1.33211187733721e-06,0.351480505627189,0.246,0.109,0.0271244620463403,"4","ufd1l","ubiquitin recognition factor in ER associated degradation 1 [Source:ZFIN;Acc:ZDB-GENE-040718-150]"
"3795",1.35453160560615e-06,0.373588939387224,0.181,0.066,0.0275809725533525,"4","sf3a1","splicing factor 3a, subunit 1 [Source:ZFIN;Acc:ZDB-GENE-030616-156]"
"3796",1.36377949864646e-06,0.273952837181467,0.188,0.069,0.0277692781514392,"4","prpf4bb","pre-mRNA processing factor 4Bb [Source:ZFIN;Acc:ZDB-GENE-040426-2799]"
"3797",1.37430470136908e-06,0.317628799754324,0.21,0.083,0.0279835923292771,"4","lypla2","lysophospholipase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1715]"
"3798",1.38572234394207e-06,0.317666403930781,0.152,0.049,0.0282160783673485,"4","FAM177A1","zgc:153383 [Source:ZFIN;Acc:ZDB-GENE-060825-178]"
"3799",1.40247572616302e-06,0.263013130992699,0.101,0.024,0.0285572107361315,"4","zgc:165409","zgc:165409 [Source:ZFIN;Acc:ZDB-GENE-070615-19]"
"3800",1.40552811266793e-06,0.331295000518211,0.138,0.042,0.0286193634301444,"4","ccdc149b","coiled-coil domain containing 149b [Source:NCBI gene;Acc:436983]"
"3801",1.42546008956615e-06,0.29471100264669,0.123,0.034,0.0290252183437459,"4","ttc33","tetratricopeptide repeat domain 33 [Source:NCBI gene;Acc:436995]"
"3802",1.43203811472121e-06,0.269930006661664,0.167,0.057,0.0291591600919532,"4","padi2","peptidyl arginine deiminase, type II [Source:ZFIN;Acc:ZDB-GENE-031116-67]"
"3803",1.44772868201617e-06,0.279801866289949,0.138,0.041,0.0294786514232133,"4","psme3","proteasome activator subunit 3 [Source:ZFIN;Acc:ZDB-GENE-991110-19]"
"3804",1.53625888627857e-06,0.258952992414717,0.232,0.094,0.0312813034424042,"4","stmn4l","stathmin-like 4, like [Source:ZFIN;Acc:ZDB-GENE-040718-301]"
"3805",1.54026436847217e-06,0.257663246732239,0.109,0.028,0.0313628630708303,"4","stx5al","syntaxin 5A, like [Source:ZFIN;Acc:ZDB-GENE-030131-1825]"
"3806",1.5628345594024e-06,0.338803582884969,0.159,0.053,0.0318224372985517,"4","mrpl24","mitochondrial ribosomal protein L24 [Source:NCBI gene;Acc:436674]"
"3807",1.56966444633953e-06,0.285319009531646,0.246,0.106,0.0319615074563656,"4","tomm20a","translocase of outer mitochondrial membrane 20 [Source:ZFIN;Acc:ZDB-GENE-040426-1976]"
"3808",1.57690573047135e-06,0.28821165328206,0.109,0.028,0.0321089544838576,"4","mapkapk5","MAPK activated protein kinase 5 [Source:ZFIN;Acc:ZDB-GENE-040718-25]"
"3809",1.58961592310506e-06,0.314598304689552,0.326,0.159,0.0323677594262652,"4","ndufab1a","NADH:ubiquinone oxidoreductase subunit AB1a [Source:ZFIN;Acc:ZDB-GENE-040801-1]"
"3810",1.65349220493351e-06,0.350463083177141,0.203,0.081,0.0336684082768561,"4","dctn5","dynactin 5 [Source:ZFIN;Acc:ZDB-GENE-040718-201]"
"3811",1.65831949029974e-06,0.403153614692168,0.174,0.062,0.0337667014614833,"4","arrb2a","arrestin, beta 2a [Source:ZFIN;Acc:ZDB-GENE-030131-29]"
"3812",1.67456501417718e-06,0.259193038590335,0.217,0.088,0.0340974928186758,"4","pafah1b3.1",NA
"3813",2.16979660370459e-06,0.251770115837923,0.109,0.028,0.0441813984446328,"4","si:ch211-286b5.2","si:ch211-286b5.2 [Source:ZFIN;Acc:ZDB-GENE-121214-251]"
"3814",2.19165608499771e-06,0.260619592039008,0.326,0.165,0.0446265012027234,"4","cst14a.2","cystatin 14a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1065]"
"3815",2.31400387373717e-06,0.258698642405976,0.225,0.091,0.0471177468770363,"4","zgc:110796","zgc:110796 [Source:NCBI gene;Acc:503755]"
"3816",2.32956899677639e-06,0.371264844926285,0.181,0.067,0.0474346839123608,"4","mrps34","mitochondrial ribosomal protein S34 [Source:ZFIN;Acc:ZDB-GENE-041114-71]"
"3817",2.34158655922803e-06,0.310587266462046,0.188,0.069,0.0476793855190012,"4","mtmr1a","myotubularin related protein 1a [Source:ZFIN;Acc:ZDB-GENE-050522-518]"
"3818",2.4747180003035e-06,0.322194389564504,0.174,0.062,0.0503902079221799,"4","wnk1a","WNK lysine deficient protein kinase 1a [Source:ZFIN;Acc:ZDB-GENE-080917-49]"
"3819",2.60976997307087e-06,0.338202666855954,0.145,0.047,0.0531401361916691,"4","fam210b","family with sequence similarity 210 member B [Source:ZFIN;Acc:ZDB-GENE-050913-122]"
"3820",2.76162397736687e-06,0.350127924524562,0.29,0.142,0.0562321874271442,"4","micos10","mitochondrial contact site and cristae organizing system subunit 10 [Source:ZFIN;Acc:ZDB-GENE-060825-325]"
"3821",2.96338472321857e-06,0.276856394896014,0.29,0.137,0.0603404397341765,"4","eif4g2b","eukaryotic translation initiation factor 4, gamma 2b [Source:ZFIN;Acc:ZDB-GENE-030131-6550]"
"3822",2.9839301943078e-06,0.302905655009069,0.13,0.04,0.0607587866164954,"4","znhit1","zinc finger, HIT-type containing 1 [Source:ZFIN;Acc:ZDB-GENE-050417-272]"
"3823",3.0511295999823e-06,0.335401815606823,0.232,0.099,0.0621271009148396,"4","mfap1","microfibril associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1075]"
"3824",3.22060289614263e-06,0.331551733983029,0.159,0.056,0.0655779161712562,"4","aurkaip1","aurora kinase A interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-070928-24]"
"3825",3.32158159070606e-06,0.263539857673502,0.174,0.063,0.0676340443499568,"4","kdm6al","lysine (K)-specific demethylase 6A, like [Source:ZFIN;Acc:ZDB-GENE-070112-2002]"
"3826",3.43333899110331e-06,0.269189124723879,0.116,0.032,0.0699096485368456,"4","RNF14","zmp:0000000524 [Source:ZFIN;Acc:ZDB-GENE-130530-527]"
"3827",3.43333899110331e-06,0.269189124723879,0.116,0.032,0.0699096485368456,"4","RNF14","ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]"
"3828",3.5461498922552e-06,0.267918114161731,0.138,0.043,0.0722067041061004,"4","fbxo25","F-box protein 25 [Source:ZFIN;Acc:ZDB-GENE-040801-19]"
"3829",3.69093791001617e-06,0.253052961071894,0.159,0.056,0.0751548777237492,"4","ociad1","OCIA domain containing 1 [Source:NCBI gene;Acc:393272]"
"3830",3.81213714281171e-06,0.251293003047277,0.138,0.044,0.0776227365019321,"4","nfs1","NFS1 cysteine desulfurase [Source:ZFIN;Acc:ZDB-GENE-060405-1]"
"3831",3.81764026538475e-06,0.284088046145462,0.13,0.04,0.0777347910837643,"4","zgc:193742","zgc:193742 [Source:ZFIN;Acc:ZDB-GENE-081022-37]"
"3832",3.88574290378224e-06,0.328874145962751,0.21,0.087,0.079121497006814,"4","prps1b","phosphoribosyl pyrophosphate synthetase 1B [Source:ZFIN;Acc:ZDB-GENE-030131-4011]"
"3833",4.01621836356914e-06,0.2617442920636,0.21,0.087,0.0817782383189948,"4","ssu72","SSU72 homolog, RNA polymerase II CTD phosphatase [Source:NCBI gene;Acc:393701]"
"3834",4.22385470537565e-06,0.345597746605004,0.188,0.075,0.0860061295108589,"4","pmpcb","peptidase (mitochondrial processing) beta [Source:ZFIN;Acc:ZDB-GENE-050220-10]"
"3835",4.31278501868751e-06,0.311267426607507,0.167,0.059,0.0878169285505151,"4","si:dkey-19a16.7","si:dkey-19a16.7 [Source:ZFIN;Acc:ZDB-GENE-060503-903]"
"3836",4.36744409027102e-06,0.277642791466476,0.29,0.142,0.0889298965660985,"4","MRPS12","si:dkey-17e16.10 [Source:ZFIN;Acc:ZDB-GENE-091204-48]"
"3837",4.41840204244037e-06,0.284791422314802,0.101,0.026,0.0899675023881709,"4","si:ch1073-184j22.1","si:ch1073-184j22.1 [Source:ZFIN;Acc:ZDB-GENE-081104-74]"
"3838",4.47939743324179e-06,0.283615014431671,0.232,0.102,0.0912094905356692,"4","coa3a","cytochrome C oxidase assembly factor 3a [Source:NCBI gene;Acc:100141351]"
"3839",4.47953643668812e-06,0.298090503964517,0.159,0.054,0.0912123209238435,"4","ttll10","tubulin tyrosine ligase-like family, member 10 [Source:ZFIN;Acc:ZDB-GENE-081104-350]"
"3840",4.61039707395217e-06,0.345164280441683,0.254,0.119,0.0938769052198141,"4","C23H1orf52","zgc:65873 [Source:NCBI gene;Acc:393514]"
"3841",4.80040383516056e-06,0.370274346201488,0.167,0.059,0.0977458228915393,"4","gng7","guanine nucleotide binding protein (G protein), gamma 7 [Source:ZFIN;Acc:ZDB-GENE-040718-93]"
"3842",4.87997846728942e-06,0.346820006965084,0.145,0.049,0.0993661215509471,"4","paip1","poly(A) binding protein interacting protein 1 [Source:NCBI gene;Acc:445110]"
"3843",4.90271699770704e-06,0.283604796695997,0.283,0.139,0.0998291235073108,"4","tomm6","translocase of outer mitochondrial membrane 6 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-131121-445]"
"3844",4.90357116674546e-06,0.300954936640067,0.145,0.048,0.0998465160972711,"4","slc25a15a","solute carrier family 25 member 15a [Source:ZFIN;Acc:ZDB-GENE-070112-1072]"
"3845",5.2962710924924e-06,0.290567124237383,0.29,0.144,0.10784267198533,"4","zgc:100918","zgc:100918 [Source:ZFIN;Acc:ZDB-GENE-040927-2]"
"3846",5.58532623990993e-06,0.268629831877467,0.232,0.102,0.113728412897046,"4","C5HXorf56","zgc:103697 [Source:NCBI gene;Acc:447921]"
"3847",5.69213607204476e-06,0.391551529046638,0.109,0.029,0.115903274698975,"4","mctp1a","multiple C2 domains, transmembrane 1a [Source:ZFIN;Acc:ZDB-GENE-110125-3]"
"3848",6.02139029936141e-06,0.251637164107808,0.275,0.133,0.122607549275597,"4","ube2d3","ubiquitin-conjugating enzyme E2D 3 [Source:ZFIN;Acc:ZDB-GENE-030131-551]"
"3849",6.13462271777544e-06,0.281861932145413,0.152,0.052,0.124913187779344,"4","casp9","caspase 9, apoptosis-related cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-030825-5]"
"3850",6.40527446713239e-06,0.354727687684424,0.174,0.067,0.13042419869975,"4","ENSDARG00000007359",NA
"3851",6.76135539447265e-06,0.258147760738242,0.196,0.079,0.137674718542252,"4","tmem115","transmembrane protein 115 [Source:ZFIN;Acc:ZDB-GENE-050913-157]"
"3852",6.90045497630671e-06,0.269328891205532,0.116,0.034,0.140507064227557,"4","BX005085.7","wu:fb44c10 [Source:NCBI gene;Acc:560099]"
"3853",7.17246156994191e-06,0.365836260949073,0.21,0.09,0.146045662487157,"4","sik3","SIK family kinase 3 [Source:HGNC Symbol;Acc:HGNC:29165]"
"3854",8.15234935861382e-06,0.305123654411739,0.167,0.062,0.165998137640095,"4","C25H12orf73","si:ch211-68a17.7 [Source:ZFIN;Acc:ZDB-GENE-100427-3]"
"3855",9.60511930955697e-06,0.256834235717665,0.203,0.086,0.195579439381199,"4","acadsb","acyl-CoA dehydrogenase short/branched chain [Source:ZFIN;Acc:ZDB-GENE-070410-109]"
"3856",1.03737929678463e-05,0.319390188305312,0.275,0.134,0.211231172411287,"4","ddx23","DEAD (Asp-Glu-Ala-Asp) box polypeptide 23 [Source:ZFIN;Acc:ZDB-GENE-030131-6215]"
"3857",1.04855467286481e-05,0.278101555149444,0.181,0.072,0.213506702488732,"4","yipf5","Yip1 domain family, member 5 [Source:NCBI gene;Acc:393265]"
"3858",1.05640387219192e-05,0.280847402057716,0.283,0.142,0.215104956455719,"4","taf13","TATA-box binding protein associated factor 13 [Source:ZFIN;Acc:ZDB-GENE-030131-2873]"
"3859",1.11285947602452e-05,0.298410714545572,0.21,0.093,0.226600446508113,"4","nedd8","NEDD8 ubiquitin like modifier [Source:ZFIN;Acc:ZDB-GENE-030616-588]"
"3860",1.11529847343084e-05,0.34298491797671,0.116,0.035,0.227097075159988,"4","chmp4c","charged multivesicular body protein 4C [Source:ZFIN;Acc:ZDB-GENE-050417-389]"
"3861",1.11958683061827e-05,0.310905949678844,0.203,0.088,0.227970270450491,"4","hspa4b","heat shock protein 4b [Source:ZFIN;Acc:ZDB-GENE-030131-6018]"
"3862",1.23786842920983e-05,0.307417646386503,0.196,0.081,0.252054769555705,"4","heca","hdc homolog, cell cycle regulator [Source:ZFIN;Acc:ZDB-GENE-041001-173]"
"3863",1.26602504843084e-05,0.39818156085525,0.188,0.08,0.257788020361487,"4","fis1","fission, mitochondrial 1 [Source:ZFIN;Acc:ZDB-GENE-050506-92]"
"3864",1.35818019267677e-05,0.329215241169698,0.159,0.062,0.276552650832843,"4","si:ch211-134c9.2","si:ch211-134c9.2 [Source:ZFIN;Acc:ZDB-GENE-090312-73]"
"3865",1.45123718953892e-05,0.275967888234887,0.123,0.04,0.295500916533915,"4","mdm2","MDM2 proto-oncogene [Source:NCBI gene;Acc:30637]"
"3866",1.48346011002891e-05,0.269531936441877,0.159,0.06,0.302062147604087,"4","adipor1b","adiponectin receptor 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2896]"
"3867",1.52459469092868e-05,0.290650676119924,0.13,0.044,0.310437970966898,"4","cstf1","cleavage stimulation factor, 3' pre-RNA, subunit 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2958]"
"3868",1.66816015859068e-05,0.309077763219674,0.109,0.032,0.339670771492235,"4","cyb561a3a","cytochrome b561 family, member A3a [Source:NCBI gene;Acc:100002371]"
"3869",1.73813559888144e-05,0.275711395687845,0.145,0.052,0.353919170644239,"4","arl2bp","ADP-ribosylation factor-like 2 binding protein [Source:NCBI gene;Acc:393976]"
"3870",1.75491575111972e-05,0.256250158332473,0.326,0.17,0.357335945242998,"4","zgc:92606","zgc:92606 [Source:ZFIN;Acc:ZDB-GENE-040718-462]"
"3871",1.82152591592858e-05,0.25506444831416,0.159,0.063,0.370899107001378,"4","pggt1b","protein geranylgeranyltransferase type I, beta subunit [Source:ZFIN;Acc:ZDB-GENE-050913-85]"
"3872",1.91011045465008e-05,0.35274895987346,0.138,0.049,0.388936690775849,"4","ss18l2","ss18, like 2 [Source:ZFIN;Acc:ZDB-GENE-050417-268]"
"3873",2.02518248571427e-05,0.32971372471276,0.188,0.079,0.412367657741139,"4","cnot8","CCR4-NOT transcription complex, subunit 8 [Source:ZFIN;Acc:ZDB-GENE-040426-2845]"
"3874",2.0817324257309e-05,0.261279262344126,0.145,0.052,0.423882356527326,"4","si:dkeyp-87e7.4","si:dkeyp-87e7.4 [Source:ZFIN;Acc:ZDB-GENE-030131-6208]"
"3875",2.08420784289897e-05,0.304167271412199,0.159,0.062,0.424386400971089,"4","cwf19l2","CWF19 like cell cycle control factor 2 [Source:NCBI gene;Acc:619271]"
"3876",2.10093982245492e-05,0.304292150760262,0.145,0.053,0.427793366648271,"4","c1d","C1D nuclear receptor corepressor [Source:NCBI gene;Acc:474329]"
"3877",2.12511191364254e-05,0.257723538019463,0.138,0.049,0.432715287855893,"4","ptgesl","prostaglandin E synthase 2-like [Source:NCBI gene;Acc:799964]"
"3878",2.12689200408248e-05,0.280919108353246,0.217,0.098,0.433077749871275,"4","ankrd46a","ankyrin repeat domain 46a [Source:ZFIN;Acc:ZDB-GENE-030131-2643]"
"3879",2.14606415444069e-05,0.289217994410162,0.232,0.108,0.436981583127213,"4","tmco1","transmembrane and coiled-coil domains 1 [Source:NCBI gene;Acc:378980]"
"3880",2.1691095786759e-05,0.258355034274132,0.196,0.083,0.441674092409988,"4","BX470259.2","wu:fc31d10 [Source:NCBI gene;Acc:795633]"
"3881",2.22216585112088e-05,0.291820973200338,0.109,0.033,0.452477410605234,"4","sco1","SCO cytochrome c oxidase assembly protein 1 [Source:ZFIN;Acc:ZDB-GENE-140909-1]"
"3882",2.2895778114678e-05,0.265414745796046,0.116,0.037,0.466203833971073,"4","hddc3","HD domain containing 3 [Source:NCBI gene;Acc:550533]"
"3883",2.49009093361277e-05,0.26937309831386,0.167,0.066,0.507032315902232,"4","manbal","mannosidase beta like [Source:ZFIN;Acc:ZDB-GENE-161222-1]"
"3884",3.10236556410539e-05,0.27563552573339,0.101,0.03,0.63170367616314,"4","itfg2","integrin alpha FG-GAP repeat containing 2 [Source:ZFIN;Acc:ZDB-GENE-041008-161]"
"3885",3.13385054723654e-05,0.266892381472646,0.101,0.03,0.638114648428304,"4","rbm42","RNA binding motif protein 42 [Source:NCBI gene;Acc:445360]"
"3886",3.17525475983467e-05,0.351991221581614,0.116,0.038,0.646545374197536,"4","si:ch73-92e7.4","si:ch73-92e7.4 [Source:ZFIN;Acc:ZDB-GENE-081031-48]"
"3887",3.55206327143762e-05,0.324370178468812,0.174,0.072,0.723271123330127,"4","mpnd","MPN domain containing [Source:NCBI gene;Acc:559169]"
"3888",3.86923968552549e-05,0.278471422157264,0.13,0.046,0.787854584766701,"4","ezh1","enhancer of zeste 1 polycomb repressive complex 2 subunit [Source:ZFIN;Acc:ZDB-GENE-050114-1]"
"3889",3.9446057426486e-05,0.264706179848859,0.196,0.088,0.803200621318108,"4","crebl2","cAMP responsive element binding protein-like 2 [Source:NCBI gene;Acc:436975]"
"3890",4.02583338652919e-05,0.335505773694351,0.138,0.051,0.819740194165075,"4","med11","mediator complex subunit 11 [Source:NCBI gene;Acc:100148504]"
"3891",4.43938991910791e-05,0.297850622358152,0.145,0.055,0.903948575328754,"4","ube2q1","ubiquitin-conjugating enzyme E2Q family member 1 [Source:ZFIN;Acc:ZDB-GENE-050522-329]"
"3892",4.45682367302527e-05,0.269729673078333,0.196,0.086,0.907498436301406,"4","fzr1a","fizzy/cell division cycle 20 related 1a [Source:ZFIN;Acc:ZDB-GENE-040426-712]"
"3893",4.63734925714222e-05,0.313352004119046,0.145,0.055,0.944257055739299,"4","polr3k","polymerase (RNA) III (DNA directed) polypeptide K [Source:ZFIN;Acc:ZDB-GENE-040718-291]"
"3894",4.7162463402455e-05,0.282143250190054,0.116,0.039,0.960322079800789,"4","mettl23","methyltransferase like 23 [Source:ZFIN;Acc:ZDB-GENE-030131-10056]"
"3895",6.84845691477257e-05,0.283704785892588,0.13,0.048,1,"4","dpp9","dipeptidyl-peptidase 9 [Source:ZFIN;Acc:ZDB-GENE-061013-777]"
"3896",7.04636341589296e-05,0.292333925733572,0.188,0.086,1,"4","lamtor3","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 [Source:NCBI gene;Acc:553597]"
"3897",7.1638647972753e-05,0.265837312154281,0.188,0.082,1,"4","MFF","zgc:110130 [Source:NCBI gene;Acc:553588]"
"3898",7.84596270112321e-05,0.257741654218282,0.196,0.091,1,"4","uchl5","ubiquitin carboxyl-terminal hydrolase L5 [Source:ZFIN;Acc:ZDB-GENE-040426-2051]"
"3899",9.21953847434452e-05,0.269323382496352,0.138,0.053,1,"4","WDR1","WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754]"
"3900",9.29130144784608e-05,0.294328067729981,0.123,0.044,1,"4","ccdc174","coiled-coil domain containing 174 [Source:ZFIN;Acc:ZDB-GENE-050320-54]"
"3901",0.000137893352074998,0.296362079030998,0.145,0.059,1,"4","smc3","structural maintenance of chromosomes 3 [Source:ZFIN;Acc:ZDB-GENE-030131-3196]"
"3902",0.000142248775021205,0.261602443711457,0.239,0.124,1,"4","naa20","N(alpha)-acetyltransferase 20, NatB catalytic subunit [Source:NCBI gene;Acc:541516]"
"3903",0.000142929011828029,0.316982486377553,0.138,0.055,1,"4","mrpl35","mitochondrial ribosomal protein L35 [Source:ZFIN;Acc:ZDB-GENE-060929-1082]"
"3904",0.00014560129239627,0.279330587114824,0.188,0.088,1,"4","sf3a3","splicing factor 3a, subunit 3 [Source:ZFIN;Acc:ZDB-GENE-040908-1]"
"3905",0.000172805263409391,0.303541898800357,0.109,0.039,1,"4","rnf181","ring finger protein 181 [Source:NCBI gene;Acc:393276]"
"3906",0.000306799025960589,0.290171400613816,0.138,0.058,1,"4","farsb","phenylalanyl-tRNA synthetase subunit beta [Source:ZFIN;Acc:ZDB-GENE-021206-2]"
"3907",0.000385072401043414,0.269111055181488,0.203,0.106,1,"4","mrps36","mitochondrial ribosomal protein S36 [Source:ZFIN;Acc:ZDB-GENE-081104-343]"
"3908",0.000503718848523108,0.296537155034095,0.152,0.07,1,"4","mrpl53","mitochondrial ribosomal protein L53 [Source:ZFIN;Acc:ZDB-GENE-040912-93]"
"3909",0.000522159012983879,0.302934639231418,0.203,0.105,1,"4","MZT1","si:dkey-15d12.2 [Source:NCBI gene;Acc:100333194]"
"3910",0.000696360116153247,0.258644479960201,0.181,0.091,1,"4","ube2d1a","ubiquitin-conjugating enzyme E2D 1a [Source:ZFIN;Acc:ZDB-GENE-040426-1609]"
"3911",0.00147722503858601,0.282412879525913,0.181,0.096,1,"4","ypel5","yippee-like 5 [Source:ZFIN;Acc:ZDB-GENE-040426-1220]"
"3912",0.00230412372360032,0.310756928659921,0.109,0.048,1,"4","mat2b","methionine adenosyltransferase II, beta [Source:NCBI gene;Acc:541347]"
"3913",0.00250014890386429,0.312652705251044,0.145,0.074,1,"4","fbxo45","F-box protein 45 [Source:NCBI gene;Acc:393567]"
"3914",1.58075782190299e-45,2.16830180423056,1,0.873,3.21873907695887e-41,"5","pvalb5","parvalbumin 5 [Source:ZFIN;Acc:ZDB-GENE-050417-336]"
"3915",3.90721384830644e-43,2.57314714712375,0.971,0.658,7.95586883792157e-39,"5","s100z","S100 calcium binding protein Z [Source:ZFIN;Acc:ZDB-GENE-050522-69]"
"3916",1.53307495170183e-40,1.92614566056852,0.933,0.391,3.12164721665527e-36,"5","si:ch211-153b23.5","si:ch211-153b23.5 [Source:ZFIN;Acc:ZDB-GENE-030131-9744]"
"3917",1.16085716967696e-39,1.90135852289375,0.779,0.224,2.36373736889623e-35,"5","tmed8","transmembrane p24 trafficking protein 8 [Source:ZFIN;Acc:ZDB-GENE-050522-283]"
"3918",5.53126952662715e-39,1.65301427592801,0.76,0.187,1.12627710101182e-34,"5","anxa5b","annexin A5b [Source:ZFIN;Acc:ZDB-GENE-030131-9076]"
"3919",2.53488212195969e-38,1.77179045663063,0.519,0.088,5.16152697673432e-34,"5","pcdh10b","protocadherin 10b [Source:ZFIN;Acc:ZDB-GENE-030721-4]"
"3920",8.11801633075417e-37,1.75638084434388,0.942,0.428,1.65299048526816e-32,"5","gnao1b","guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O, b [Source:ZFIN;Acc:ZDB-GENE-040426-1693]"
"3921",2.69954023540578e-36,1.72561962553105,0.99,0.654,5.49680382733325e-32,"5","icn","ictacalcin [Source:ZFIN;Acc:ZDB-GENE-030131-8599]"
"3922",2.36859179354107e-34,2.28675739668092,0.615,0.16,4.82292661000833e-30,"5","rnf185","ring finger protein 185 [Source:NCBI gene;Acc:406310]"
"3923",3.02024206077331e-34,1.6304339687479,0.971,0.608,6.14981688414661e-30,"5","calm3a","calmodulin 3a (phosphorylase kinase, delta) [Source:ZFIN;Acc:ZDB-GENE-030131-5590]"
"3924",6.44050169630615e-34,1.54351600654676,0.615,0.138,1.31141495540186e-29,"5","rasd3","RASD family member 3 [Source:ZFIN;Acc:ZDB-GENE-060818-9]"
"3925",2.47530927881257e-32,2.00895541889411,0.817,0.325,5.04022475351816e-28,"5","selenow2b","selenoprotein W, 2b [Source:ZFIN;Acc:ZDB-GENE-030428-2]"
"3926",3.51381578876852e-32,1.34806728172836,0.317,0.034,7.15483170909047e-28,"5","si:dkey-73n10.1","si:dkey-73n10.1 [Source:ZFIN;Acc:ZDB-GENE-030131-9311]"
"3927",8.69658501279421e-32,1.8624001760828,0.654,0.188,1.77079864030516e-27,"5","mid1ip1b","MID1 interacting protein 1b [Source:NCBI gene;Acc:393805]"
